state,districts,crop,year,area,production,yield
Karnataka,Haveri,Maize,2012,163807.0,321971.0,1.97
Karnataka,Haveri,Maize,2013,147684.0,525142.0,3.56
Karnataka,Haveri,Maize,2014,137136.0,382369.0,2.79
Karnataka,Haveri,Maize,2015,158681.0,361642.0,2.28
Karnataka,Haveri,Maize,2016,176102.0,410881.0,2.33
Karnataka,Haveri,Maize,2017,170047.0,721458.0,4.24
Karnataka,Haveri,Maize,2018,179759.0,387821.0,2.16
Karnataka,Haveri,Maize,2019,204680.0,347281.0,1.7
Karnataka,Haveri,Maize,2020,200254.0,669249.0,3.34
Karnataka,Haveri,Maize,2021,220392.0,617539.0,2.8
Karnataka,Haveri,Maize,2022,236383.0,268767.0,1.14
Karnataka,Kodagu,Maize,2012,3880.0,17420.0,4.49
Karnataka,Kodagu,Maize,2013,2049.0,7936.0,3.87
Karnataka,Kodagu,Maize,2014,3467.0,17740.0,5.12
Karnataka,Kodagu,Maize,2015,3423.0,15401.0,4.5
Karnataka,Kodagu,Maize,2016,3844.0,21330.0,5.55
Karnataka,Kodagu,Maize,2017,3558.0,26743.0,7.52
Karnataka,Kodagu,Maize,2018,2237.0,7030.0,3.14
Karnataka,Kodagu,Maize,2019,1497.0,7773.0,5.19
Karnataka,Kodagu,Maize,2020,363.0,1771.0,4.88
Karnataka,Kodagu,Maize,2021,2167.0,9124.0,4.21
Karnataka,Kodagu,Maize,2022,1854.0,7385.0,3.98
Karnataka,Kolar,Maize,2012,420.0,1077.0,2.56
Karnataka,Kolar,Maize,2013,420.0,1331.0,3.17
Karnataka,Kolar,Maize,2014,439.0,1374.0,3.13
Karnataka,Kolar,Maize,2015,550.0,1503.0,2.73
Karnataka,Kolar,Maize,2016,310.0,734.0,2.37
Karnataka,Kolar,Maize,2017,114.0,496.0,4.35
Karnataka,Kolar,Maize,2018,1098.0,2887.0,2.63
Karnataka,Kolar,Maize,2019,1519.0,4739.0,3.12
Karnataka,Kolar,Maize,2020,1706.0,6328.0,3.71
Karnataka,Kolar,Maize,2021,1194.0,3857.0,3.23
Karnataka,Kolar,Maize,2022,935.0,2791.0,2.99
Karnataka,Koppal,Maize,2012,49098.0,132187.0,2.69
Karnataka,Koppal,Maize,2013,59167.0,212637.0,3.59
Karnataka,Koppal,Maize,2014,56712.0,172189.0,3.04
Karnataka,Koppal,Maize,2015,38602.0,43933.0,1.14
Karnataka,Koppal,Maize,2016,55795.0,70073.0,1.26
Karnataka,Koppal,Maize,2017,59661.0,217360.0,3.64
Karnataka,Koppal,Maize,2018,67180.0,88839.0,1.32
Karnataka,Koppal,Maize,2019,50444.0,88991.0,1.76
Karnataka,Koppal,Maize,2020,87879.0,261264.0,2.97
Karnataka,Koppal,Maize,2021,99695.0,225212.0,2.26
Karnataka,Koppal,Maize,2022,119000.0,266323.0,2.24
Karnataka,Mandya,Maize,2012,3868.0,6350.0,1.64
Karnataka,Mandya,Maize,2013,2868.0,9937.0,3.46
Karnataka,Mandya,Maize,2014,3904.0,15978.0,4.09
Karnataka,Mandya,Maize,2015,4376.0,15826.0,3.62
Karnataka,Mandya,Maize,2016,3417.0,2964.0,0.87
Karnataka,Mandya,Maize,2017,7403.0,20923.0,2.83
Karnataka,Mandya,Maize,2018,2799.0,8520.0,3.04
Karnataka,Mandya,Maize,2019,3142.0,10668.0,3.4
Karnataka,Mandya,Maize,2020,4573.0,12114.0,2.65
Karnataka,Mandya,Maize,2021,4355.0,9499.0,2.18
Karnataka,Mandya,Maize,2022,3550.0,9055.0,2.55
Karnataka,Mysore,Maize,2012,33510.0,61982.0,1.85
Karnataka,Mysore,Maize,2013,30416.0,92060.0,3.03
Karnataka,Mysore,Maize,2014,30195.0,101259.0,3.35
Karnataka,Mysore,Maize,2015,29061.0,86358.0,2.97
Karnataka,Mysore,Maize,2016,41179.0,82700.0,2.01
Karnataka,Mysore,Maize,2017,43013.0,162428.0,3.78
Karnataka,Mysore,Maize,2018,21051.0,68195.0,3.24
Karnataka,Mysore,Maize,2019,28581.0,89520.0,3.13
Karnataka,Mysore,Maize,2020,42692.0,168036.0,3.94
Karnataka,Mysore,Maize,2021,48533.0,162584.0,3.35
Karnataka,Mysore,Maize,2022,42807.0,149869.0,3.5
Karnataka,Raichur,Maize,2012,141.0,311.0,2.21
Karnataka,Raichur,Maize,2013,227.0,870.0,3.83
Karnataka,Raichur,Maize,2014,198.0,293.0,1.48
Karnataka,Raichur,Maize,2015,135.0,171.0,1.27
Karnataka,Raichur,Maize,2016,350.0,1792.0,5.12
Karnataka,Raichur,Maize,2017,1540.0,5511.0,3.58
Karnataka,Raichur,Maize,2018,4077.0,30974.0,7.6
Karnataka,Raichur,Maize,2019,691.0,3860.0,5.59
Karnataka,Raichur,Maize,2020,735.0,4110.0,5.59
Karnataka,Raichur,Maize,2021,665.0,2298.0,3.46
Karnataka,Raichur,Maize,2022,660.0,4435.0,6.72
Karnataka,Ramanagara,Maize,2012,2988.0,10784.0,3.61
Karnataka,Ramanagara,Maize,2013,4270.0,18323.0,4.29
Karnataka,Ramanagara,Maize,2014,2084.0,8262.0,3.96
Karnataka,Ramanagara,Maize,2015,1453.0,4525.0,3.11
Karnataka,Ramanagara,Maize,2016,1760.0,3630.0,2.06
Karnataka,Ramanagara,Maize,2017,1679.0,6792.0,4.05
Karnataka,Ramanagara,Maize,2018,2470.0,5399.0,2.19
Karnataka,Ramanagara,Maize,2019,2680.0,10617.0,3.96
Karnataka,Ramanagara,Maize,2020,3187.0,9813.0,3.08
Karnataka,Ramanagara,Maize,2021,3521.0,8497.0,2.41
Karnataka,Ramanagara,Maize,2022,2503.0,9796.0,3.91
Karnataka,Shimoga,Maize,2012,63635.0,260977.0,4.1
Karnataka,Shimoga,Maize,2013,60228.0,169247.0,2.81
Karnataka,Shimoga,Maize,2014,58712.0,209831.0,3.57
Karnataka,Shimoga,Maize,2015,48558.0,194946.0,4.01
Karnataka,Shimoga,Maize,2016,49720.0,167917.0,3.38
Karnataka,Shimoga,Maize,2017,65841.0,337764.0,5.13
Karnataka,Shimoga,Maize,2018,62284.0,218810.0,3.51
Karnataka,Shimoga,Maize,2019,59333.0,219265.0,3.7
Karnataka,Shimoga,Maize,2020,56518.0,251336.0,4.45
Karnataka,Shimoga,Maize,2021,45301.0,195789.0,4.32
Karnataka,Shimoga,Maize,2022,43839.0,117709.0,2.69
Karnataka,Tumkur,Maize,2012,24792.0,56714.0,2.29
Karnataka,Tumkur,Maize,2013,25247.0,53678.0,2.13
Karnataka,Tumkur,Maize,2014,27981.0,66721.0,2.38
Karnataka,Tumkur,Maize,2015,24031.0,62073.0,2.58
Karnataka,Tumkur,Maize,2016,27905.0,45676.0,1.64
Karnataka,Tumkur,Maize,2017,20073.0,58772.0,2.93
Karnataka,Tumkur,Maize,2018,29447.0,40032.0,1.36
Karnataka,Tumkur,Maize,2019,26132.0,70852.0,2.71
Karnataka,Tumkur,Maize,2020,33115.0,91894.0,2.77
Karnataka,Tumkur,Maize,2021,29243.0,55123.0,1.88
Karnataka,Tumkur,Maize,2022,27541.0,71551.0,2.6
Karnataka,Udupi,Maize,2018,1.0,3.0,3.0
Karnataka,Udupi,Maize,2019,1.0,3.0,3.0
Karnataka,Udupi,Maize,2020,2.0,7.0,3.5
Karnataka,Udupi,Maize,2012,11.0,33.0,3.0
Karnataka,Udupi,Maize,2013,15.0,46.0,3.07
Karnataka,Udupi,Maize,2014,29.0,98.0,3.38
Karnataka,Udupi,Maize,2015,7.0,17.0,2.43
Karnataka,Udupi,Maize,2021,52.0,189.0,3.63
Karnataka,Udupi,Maize,2022,27.0,96.0,3.56
Karnataka,Uttar kannad,Maize,2012,3974.0,23044.0,5.8
Karnataka,Uttar kannad,Maize,2013,5243.0,14718.0,2.81
Karnataka,Uttar kannad,Maize,2014,5667.0,21938.0,3.87
Karnataka,Uttar kannad,Maize,2015,4756.0,22302.0,4.69
Karnataka,Uttar kannad,Maize,2016,5222.0,29339.0,5.62
Karnataka,Uttar kannad,Maize,2017,8841.0,49940.0,5.65
Karnataka,Uttar kannad,Maize,2018,9553.0,37645.0,3.94
Karnataka,Uttar kannad,Maize,2019,10081.0,43412.0,4.31
Karnataka,Uttar kannad,Maize,2020,8348.0,39160.0,4.69
Karnataka,Uttar kannad,Maize,2021,7173.0,33891.0,4.72
Karnataka,Uttar kannad,Maize,2022,7465.0,30710.0,4.11
Karnataka,Vijayanagar,Maize,2022,195113.0,681920.0,3.5
Karnataka,Yadgir,Maize,2012,164.0,318.0,1.94
Karnataka,Yadgir,Maize,2013,76.0,202.0,2.66
Karnataka,Yadgir,Maize,2014,714.0,2316.0,3.24
Karnataka,Yadgir,Maize,2015,885.0,1861.0,2.1
Karnataka,Yadgir,Maize,2016,253.0,391.0,1.55
Karnataka,Yadgir,Maize,2017,38.0,165.0,4.34
Karnataka,Yadgir,Maize,2018,127.0,334.0,2.63
Karnataka,Yadgir,Maize,2019,194.0,902.0,4.65
Karnataka,Yadgir,Maize,2020,77.0,87.0,1.13
Karnataka,Yadgir,Maize,2021,58.0,187.0,3.22
Karnataka,Yadgir,Maize,2022,78.0,234.0,3.0
Karnataka,Bagalkot,Ragi,2018,24.0,29.0,1.21
Karnataka,Bagalkot,Ragi,2019,46.0,80.0,1.74
Karnataka,Bagalkot,Ragi,2020,59.0,104.0,1.76
Karnataka,Bagalkot,Ragi,2021,60.0,79.0,1.32
Karnataka,Bagalkot,Ragi,2022,12.0,17.0,1.42
Karnataka,Bangalore rural,Ragi,2012,39812.0,92776.0,2.33
Karnataka,Bangalore rural,Ragi,2013,40329.0,103750.0,2.57
Karnataka,Bangalore rural,Ragi,2014,35844.0,91940.0,2.57
Karnataka,Bangalore rural,Ragi,2015,38725.0,78838.0,2.04
Karnataka,Bangalore rural,Ragi,2016,36115.0,43573.0,1.21
Karnataka,Bangalore rural,Ragi,2017,37019.0,93125.0,2.52
Karnataka,Bangalore rural,Ragi,2018,42163.0,69255.0,1.64
Karnataka,Bangalore rural,Ragi,2019,46494.0,101280.0,2.18
Karnataka,Bangalore rural,Ragi,2020,55156.0,121784.0,2.21
Karnataka,Bangalore rural,Ragi,2021,65233.0,113570.0,1.74
Karnataka,Bangalore rural,Ragi,2022,60208.0,115118.0,1.91
Karnataka,Belgaum,Ragi,2012,903.0,672.0,0.74
Karnataka,Belgaum,Ragi,2013,1161.0,1024.0,0.88
Karnataka,Belgaum,Ragi,2014,1032.0,1207.0,1.17
Karnataka,Belgaum,Ragi,2015,145.0,30.0,0.21
Karnataka,Belgaum,Ragi,2016,1064.0,1448.0,1.36
Karnataka,Belgaum,Ragi,2017,433.0,597.0,1.38
Karnataka,Belgaum,Ragi,2018,1044.0,1292.0,1.24
Karnataka,Belgaum,Ragi,2019,1014.0,1193.0,1.18
Karnataka,Belgaum,Ragi,2020,1572.0,2058.0,1.31
Karnataka,Belgaum,Ragi,2021,1282.0,1702.0,1.33
Karnataka,Belgaum,Ragi,2022,647.0,783.0,1.21
Karnataka,Bellary,Ragi,2012,4102.0,2015.0,0.49
Karnataka,Bellary,Ragi,2013,3525.0,2548.0,0.72
Karnataka,Bellary,Ragi,2014,2897.0,2042.0,0.7
Karnataka,Bellary,Ragi,2015,2897.0,1671.0,0.58
Karnataka,Bellary,Ragi,2016,1988.0,2081.0,1.05
Karnataka,Bellary,Ragi,2017,10039.0,13590.0,1.35
Karnataka,Bellary,Ragi,2018,8823.0,6529.0,0.74
Karnataka,Bellary,Ragi,2019,11189.0,13521.0,1.21
Karnataka,Bellary,Ragi,2020,10831.0,14394.0,1.33
Karnataka,Bellary,Ragi,2021,14152.0,15497.0,1.1
Karnataka,Bellary,Ragi,2022,832.0,456.0,0.55
Karnataka,Bengaluru urban,Ragi,2012,22457.0,49517.0,2.2
Karnataka,Bengaluru urban,Ragi,2013,23157.0,72993.0,3.15
Karnataka,Bengaluru urban,Ragi,2014,23792.0,66654.0,2.8
Karnataka,Bengaluru urban,Ragi,2015,19670.0,44362.0,2.26
Karnataka,Bengaluru urban,Ragi,2016,15767.0,7624.0,0.48
Karnataka,Bengaluru urban,Ragi,2017,14268.0,26309.0,1.84
Karnataka,Bengaluru urban,Ragi,2018,10611.0,16905.0,1.59
Karnataka,Bengaluru urban,Ragi,2019,18380.0,37628.0,2.05
Karnataka,Bengaluru urban,Ragi,2020,17214.0,42174.0,2.45
Karnataka,Bengaluru urban,Ragi,2021,17822.0,30351.0,1.7
Karnataka,Bengaluru urban,Ragi,2022,14823.0,26799.0,1.81
Karnataka,Bidar,Ragi,2018,12.0,14.0,1.17
Karnataka,Bidar,Ragi,2019,36.0,63.0,1.75
Karnataka,Bidar,Ragi,2020,75.0,132.0,1.76
Karnataka,Bidar,Ragi,2021,48.0,63.0,1.31
Karnataka,Bidar,Ragi,2022,5.0,7.0,1.4
Karnataka,Bijapur,Ragi,2018,76.0,91.0,1.2
Karnataka,Bijapur,Ragi,2019,110.0,192.0,1.75
Karnataka,Bijapur,Ragi,2020,56.0,99.0,1.77
Karnataka,Bijapur,Ragi,2021,53.0,70.0,1.32
Karnataka,Bijapur,Ragi,2022,49.0,70.0,1.43
Karnataka,Chamarajanagar,Ragi,2012,8117.0,10395.0,1.28
Karnataka,Chamarajanagar,Ragi,2013,13801.0,22997.0,1.67
Karnataka,Chamarajanagar,Ragi,2014,15415.0,23812.0,1.54
Karnataka,Chamarajanagar,Ragi,2015,15768.0,28341.0,1.8
Karnataka,Chamarajanagar,Ragi,2016,5236.0,3318.0,0.63
Karnataka,Chamarajanagar,Ragi,2017,20062.0,48314.0,2.41
Karnataka,Chamarajanagar,Ragi,2018,8681.0,13319.0,1.53
Karnataka,Chamarajanagar,Ragi,2019,5081.0,10055.0,1.98
Karnataka,Chamarajanagar,Ragi,2020,8733.0,15510.0,1.78
Karnataka,Chamarajanagar,Ragi,2021,6758.0,8576.0,1.27
Karnataka,Chamarajanagar,Ragi,2022,3945.0,5538.0,1.4
Karnataka,Chikballapur,Ragi,2012,47375.0,94558.0,2.0
Karnataka,Chikballapur,Ragi,2013,47760.0,105218.0,2.2
Karnataka,Chikballapur,Ragi,2014,46858.0,69310.0,1.48
Karnataka,Chikballapur,Ragi,2015,46747.0,84911.0,1.82
Karnataka,Chikballapur,Ragi,2016,42562.0,39625.0,0.93
Karnataka,Chikballapur,Ragi,2017,48262.0,110404.0,2.29
Karnataka,Chikballapur,Ragi,2018,32260.0,27061.0,0.84
Karnataka,Chikballapur,Ragi,2019,44956.0,91652.0,2.04
Karnataka,Chikballapur,Ragi,2020,41898.0,102273.0,2.44
Karnataka,Chikballapur,Ragi,2021,39786.0,61788.0,1.55
Karnataka,Chikballapur,Ragi,2022,31223.0,50862.0,1.63
Karnataka,Chikmagalur,Ragi,2012,38664.0,37723.0,0.98
Karnataka,Chikmagalur,Ragi,2013,38547.0,41820.0,1.08
Karnataka,Chikmagalur,Ragi,2014,44122.0,52437.0,1.19
Karnataka,Chikmagalur,Ragi,2015,43660.0,60847.0,1.39
Karnataka,Chikmagalur,Ragi,2016,41200.0,24541.0,0.6
Karnataka,Chikmagalur,Ragi,2017,52115.0,71442.0,1.37
Karnataka,Chikmagalur,Ragi,2018,26956.0,32983.0,1.22
Karnataka,Chikmagalur,Ragi,2019,33624.0,43794.0,1.3
Karnataka,Chikmagalur,Ragi,2020,49970.0,61163.0,1.22
Karnataka,Chikmagalur,Ragi,2021,53654.0,55103.0,1.03
Karnataka,Chikmagalur,Ragi,2022,53404.0,55006.0,1.03
Karnataka,Chitradurga,Ragi,2012,45272.0,51137.0,1.13
Karnataka,Chitradurga,Ragi,2013,45995.0,57896.0,1.26
Karnataka,Chitradurga,Ragi,2014,54642.0,87468.0,1.6
Karnataka,Chitradurga,Ragi,2015,45555.0,72273.0,1.59
Karnataka,Chitradurga,Ragi,2016,49749.0,28451.0,0.57
Karnataka,Chitradurga,Ragi,2017,46110.0,87478.0,1.9
Karnataka,Chitradurga,Ragi,2018,19025.0,18200.0,0.96
Karnataka,Chitradurga,Ragi,2019,38291.0,54528.0,1.42
Karnataka,Chitradurga,Ragi,2020,37564.0,59389.0,1.58
Karnataka,Chitradurga,Ragi,2021,42201.0,36799.0,0.87
Karnataka,Chitradurga,Ragi,2022,36603.0,41654.0,1.14
Karnataka,Davangere,Ragi,2012,10758.0,11722.0,1.09
Karnataka,Davangere,Ragi,2013,9151.0,13492.0,1.47
Karnataka,Davangere,Ragi,2014,8729.0,13658.0,1.56
Karnataka,Davangere,Ragi,2015,12805.0,18989.0,1.48
Karnataka,Davangere,Ragi,2016,7740.0,7816.0,1.01
Karnataka,Davangere,Ragi,2017,18500.0,35308.0,1.91
Karnataka,Davangere,Ragi,2018,5415.0,5942.0,1.1
Karnataka,Davangere,Ragi,2019,6899.0,10722.0,1.55
Karnataka,Davangere,Ragi,2020,5615.0,7883.0,1.4
Karnataka,Davangere,Ragi,2021,10730.0,16471.0,1.54
Karnataka,Davangere,Ragi,2022,11786.0,15570.0,1.32
Karnataka,Dharwad,Ragi,2012,38.0,58.0,1.53
Karnataka,Dharwad,Ragi,2013,46.0,87.0,1.89
Karnataka,Dharwad,Ragi,2014,11.0,20.0,1.82
Karnataka,Dharwad,Ragi,2015,27.0,45.0,1.67
Karnataka,Dharwad,Ragi,2016,8.0,6.0,0.75
Karnataka,Dharwad,Ragi,2017,6.0,12.0,2.0
Karnataka,Dharwad,Ragi,2018,67.0,81.0,1.21
Karnataka,Dharwad,Ragi,2019,52.0,91.0,1.75
Karnataka,Dharwad,Ragi,2020,51.0,90.0,1.76
Karnataka,Dharwad,Ragi,2021,31.0,41.0,1.32
Karnataka,Dharwad,Ragi,2022,17.0,24.0,1.41
Karnataka,Gadag,Ragi,2012,9.0,14.0,1.56
Karnataka,Gadag,Ragi,2013,2.0,4.0,2.0
Karnataka,Gadag,Ragi,2014,10.0,18.0,1.8
Karnataka,Gadag,Ragi,2015,1.0,2.0,2.0
Karnataka,Gadag,Ragi,2016,52.0,42.0,0.81
Karnataka,Gadag,Ragi,2018,35.0,42.0,1.2
Karnataka,Gadag,Ragi,2019,53.0,93.0,1.75
Karnataka,Gadag,Ragi,2020,49.0,86.0,1.76
Karnataka,Gadag,Ragi,2021,57.0,75.0,1.32
Karnataka,Gadag,Ragi,2022,18.0,25.0,1.39
Karnataka,Gulbarga,Ragi,2018,69.0,83.0,1.2
Karnataka,Gulbarga,Ragi,2019,61.0,107.0,1.75
Karnataka,Gulbarga,Ragi,2020,60.0,106.0,1.77
Karnataka,Gulbarga,Ragi,2021,42.0,56.0,1.33
Karnataka,Gulbarga,Ragi,2022,40.0,57.0,1.43
Karnataka,Hassan,Ragi,2012,64850.0,66290.0,1.02
Karnataka,Hassan,Ragi,2013,68540.0,126384.0,1.84
Karnataka,Hassan,Ragi,2014,63354.0,141859.0,2.24
Karnataka,Hassan,Ragi,2015,63735.0,102327.0,1.61
Karnataka,Hassan,Ragi,2016,61346.0,44875.0,0.73
Karnataka,Hassan,Ragi,2017,91604.0,238532.0,2.6
Karnataka,Hassan,Ragi,2018,63784.0,53748.0,0.84
Karnataka,Hassan,Ragi,2019,71870.0,116002.0,1.61
Karnataka,Hassan,Ragi,2020,72289.0,76626.0,1.06
Karnataka,Hassan,Ragi,2021,94965.0,69040.0,0.73
Karnataka,Hassan,Ragi,2022,97116.0,110907.0,1.14
Karnataka,Haveri,Ragi,2012,249.0,98.0,0.39
Karnataka,Haveri,Ragi,2013,150.0,83.0,0.55
Karnataka,Haveri,Ragi,2014,225.0,160.0,0.71
Karnataka,Haveri,Ragi,2015,143.0,107.0,0.75
Karnataka,Haveri,Ragi,2016,124.0,77.0,0.62
Karnataka,Haveri,Ragi,2017,186.0,233.0,1.25
Karnataka,Haveri,Ragi,2018,267.0,303.0,1.13
Karnataka,Haveri,Ragi,2019,233.0,184.0,0.79
Karnataka,Haveri,Ragi,2020,193.0,178.0,0.92
Karnataka,Haveri,Ragi,2021,89.0,77.0,0.87
Karnataka,Haveri,Ragi,2022,45.0,16.0,0.36
Karnataka,Kodagu,Ragi,2012,12.0,10.0,0.83
Karnataka,Kodagu,Ragi,2018,62.0,75.0,1.21
Karnataka,Kodagu,Ragi,2019,21.0,37.0,1.76
Karnataka,Kodagu,Ragi,2020,18.0,32.0,1.78
Karnataka,Kodagu,Ragi,2021,18.0,23.0,1.28
Karnataka,Kodagu,Ragi,2022,1.0,1.0,1.0
Karnataka,Kolar,Ragi,2012,57079.0,137406.0,2.41
Karnataka,Kolar,Ragi,2013,55002.0,123680.0,2.25
Karnataka,Kolar,Ragi,2014,52427.0,70824.0,1.35
Karnataka,Kolar,Ragi,2015,58328.0,65774.0,1.13
Karnataka,Kolar,Ragi,2016,59258.0,25671.0,0.43
Karnataka,Kolar,Ragi,2017,66148.0,181546.0,2.74
Karnataka,Kolar,Ragi,2018,44077.0,43004.0,0.98
Karnataka,Kolar,Ragi,2019,59808.0,118010.0,1.97
Karnataka,Kolar,Ragi,2020,65270.0,144181.0,2.21
Karnataka,Kolar,Ragi,2021,55755.0,99467.0,1.78
Karnataka,Kolar,Ragi,2022,42598.0,73481.0,1.72
Karnataka,Koppal,Ragi,2018,69.0,83.0,1.2
Karnataka,Koppal,Ragi,2019,77.0,134.0,1.74
Karnataka,Koppal,Ragi,2020,51.0,90.0,1.76
Karnataka,Koppal,Ragi,2021,67.0,88.0,1.31
Karnataka,Koppal,Ragi,2022,13.0,18.0,1.38
Karnataka,Mandya,Ragi,2012,38581.0,61575.0,1.6
Karnataka,Mandya,Ragi,2013,41362.0,80042.0,1.94
Karnataka,Mandya,Ragi,2014,50810.0,89492.0,1.76
Karnataka,Mandya,Ragi,2015,52022.0,95827.0,1.84
Karnataka,Mandya,Ragi,2016,34994.0,41655.0,1.19
Karnataka,Mandya,Ragi,2017,66671.0,109954.0,1.65
Karnataka,Mandya,Ragi,2018,35845.0,50092.0,1.4
Karnataka,Mandya,Ragi,2019,43848.0,65566.0,1.5
Karnataka,Mandya,Ragi,2020,55660.0,89279.0,1.6
Karnataka,Mandya,Ragi,2021,56207.0,73069.0,1.3
Karnataka,Mandya,Ragi,2022,57275.0,76863.0,1.34
Karnataka,Mysore,Ragi,2012,21283.0,18965.0,0.89
Karnataka,Mysore,Ragi,2013,27007.0,46875.0,1.74
Karnataka,Mysore,Ragi,2014,26942.0,60430.0,2.24
Karnataka,Mysore,Ragi,2015,29877.0,58100.0,1.94
Karnataka,Mysore,Ragi,2016,10459.0,9390.0,0.9
Karnataka,Mysore,Ragi,2017,37987.0,60808.0,1.6
Karnataka,Mysore,Ragi,2018,33236.0,50771.0,1.53
Karnataka,Mysore,Ragi,2019,43160.0,62610.0,1.45
Karnataka,Mysore,Ragi,2020,51911.0,87730.0,1.69
Karnataka,Mysore,Ragi,2021,56925.0,89657.0,1.58
Karnataka,Mysore,Ragi,2022,59779.0,98874.0,1.65
Karnataka,Raichur,Ragi,2018,84.0,101.0,1.2
Karnataka,Raichur,Ragi,2019,77.0,134.0,1.74
Karnataka,Raichur,Ragi,2020,57.0,100.0,1.75
Karnataka,Raichur,Ragi,2021,97.0,128.0,1.32
Karnataka,Raichur,Ragi,2022,30.0,43.0,1.43
Karnataka,Ramanagara,Ragi,2012,62037.0,127654.0,2.06
Karnataka,Ramanagara,Ragi,2013,69955.0,175912.0,2.51
Karnataka,Ramanagara,Ragi,2014,69083.0,136049.0,1.97
Karnataka,Ramanagara,Ragi,2015,70105.0,129670.0,1.85
Karnataka,Ramanagara,Ragi,2016,66422.0,46568.0,0.7
Karnataka,Ramanagara,Ragi,2017,73600.0,182072.0,2.47
Karnataka,Ramanagara,Ragi,2018,50031.0,84175.0,1.68
Karnataka,Ramanagara,Ragi,2019,56632.0,131865.0,2.33
Karnataka,Ramanagara,Ragi,2020,67020.0,150259.0,2.24
Karnataka,Ramanagara,Ragi,2021,73155.0,129704.0,1.77
Karnataka,Ramanagara,Ragi,2022,57815.0,111872.0,1.93
Karnataka,Shimoga,Ragi,2012,1019.0,1698.0,1.67
Karnataka,Shimoga,Ragi,2013,662.0,1114.0,1.68
Karnataka,Shimoga,Ragi,2014,564.0,1039.0,1.84
Karnataka,Shimoga,Ragi,2015,722.0,1217.0,1.69
Karnataka,Shimoga,Ragi,2016,885.0,1141.0,1.29
Karnataka,Shimoga,Ragi,2017,1018.0,1877.0,1.84
Karnataka,Shimoga,Ragi,2018,418.0,497.0,1.19
Karnataka,Shimoga,Ragi,2019,500.0,791.0,1.58
Karnataka,Shimoga,Ragi,2020,437.0,715.0,1.64
Karnataka,Shimoga,Ragi,2021,408.0,603.0,1.48
Karnataka,Shimoga,Ragi,2022,83.0,97.0,1.17
Karnataka,Tumkur,Ragi,2012,140555.0,149551.0,1.06
Karnataka,Tumkur,Ragi,2013,153043.0,231462.0,1.51
Karnataka,Tumkur,Ragi,2014,170691.0,323016.0,1.89
Karnataka,Tumkur,Ragi,2015,161418.0,271884.0,1.68
Karnataka,Tumkur,Ragi,2016,140593.0,134765.0,0.96
Karnataka,Tumkur,Ragi,2017,143614.0,225251.0,1.57
Karnataka,Tumkur,Ragi,2018,131609.0,143783.0,1.09
Karnataka,Tumkur,Ragi,2019,143275.0,232070.0,1.62
Karnataka,Tumkur,Ragi,2020,161817.0,263762.0,1.63
Karnataka,Tumkur,Ragi,2021,161274.0,190464.0,1.18
Karnataka,Tumkur,Ragi,2022,146142.0,176393.0,1.21
Karnataka,Udupi,Ragi,2020,1.0,2.0,2.0
Karnataka,Udupi,Ragi,2021,1.0,1.0,1.0
Karnataka,Udupi,Ragi,2022,1.0,1.0,1.0
Karnataka,Uttar kannad,Ragi,2012,12.0,18.0,1.5
Karnataka,Uttar kannad,Ragi,2013,8.0,15.0,1.88
Karnataka,Uttar kannad,Ragi,2014,8.0,15.0,1.88
Karnataka,Uttar kannad,Ragi,2015,5.0,8.0,1.6
Karnataka,Uttar kannad,Ragi,2018,3.0,4.0,1.33
Karnataka,Uttar kannad,Ragi,2019,6.0,10.0,1.67
Karnataka,Uttar kannad,Ragi,2020,3.0,5.0,1.67
Karnataka,Uttar kannad,Ragi,2021,4.0,5.0,1.25
Karnataka,Uttar kannad,Ragi,2022,6.0,8.0,1.33
Karnataka,Vijayanagar,Ragi,2022,13772.0,15907.0,1.16
Karnataka,Yadgir,Ragi,2018,10.0,12.0,1.2
Karnataka,Yadgir,Ragi,2019,4.0,7.0,1.75
Karnataka,Yadgir,Ragi,2020,9.0,16.0,1.78
Karnataka,Yadgir,Ragi,2021,9.0,12.0,1.33
Karnataka,Yadgir,Ragi,2022,6.0,8.0,1.33
Karnataka,Yadgir,Ragi,2012,639822.0,966643.0,1.51
Karnataka,Yadgir,Ragi,2013,664119.0,1243749.0,1.87
Karnataka,Yadgir,Ragi,2014,701092.0,1286023.0,1.83
Karnataka,Yadgir,Ragi,2015,698630.0,1176512.0,1.68
Karnataka,Yadgir,Ragi,2016,592530.0,480236.0,0.81
Karnataka,Yadgir,Ragi,2017,769933.0,1554558.0,2.02
Karnataka,Bagalkot,Rice,2012,49.0,125.0,2.55
Karnataka,Bagalkot,Rice,2013,54.0,160.0,2.96
Karnataka,Bagalkot,Rice,2014,25.0,76.0,3.04
Karnataka,Bagalkot,Rice,2015,32.0,87.0,2.72
Karnataka,Bagalkot,Rice,2016,17.0,47.0,2.76
Karnataka,Bagalkot,Rice,2018,54.0,154.0,2.85
Karnataka,Bagalkot,Rice,2019,33.0,106.0,3.21
Karnataka,Bagalkot,Rice,2020,57.0,188.0,3.3
Karnataka,Bagalkot,Rice,2021,34.0,95.0,2.79
Karnataka,Bagalkot,Rice,2022,24.0,79.0,3.29
Karnataka,Bangalore rural,Rice,2012,963.0,2796.0,2.9
Karnataka,Bangalore rural,Rice,2013,685.0,2197.0,3.21
