state,district,crop,year,area,production,yield,annual_rainfall,n_high,n_medium,n_low,p_high,p_medium,p_low,k_high,k_medium,k_low,oc_high,oc_medium,oc_low,ph_alkaline,ph_acidic,ph_neutral,ec_nonsaline,ec_saline
andhra pradesh,visakhapatanam,Rice,2022,5008,16831,3.36,,0.63,20.59,78.77,48.91,27.82,23.27,10.61,37.45,51.94,47.97,49.14,2.89,1.94,0.64,97.42,99.58,0.42
andhra pradesh,vizianagaram,Rice,2012,119000,307000,2.58,1296.9,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2013,109271,270446,2.48,1028.3,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2014,119229,314526,2.64,1204.4,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2015,124275,366590,2.95,1072.3,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2016,122205,371142,3.04,1151.2,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2017,122675,364590,2.97,1080.7,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2018,121499,284061,2.34,1048.8,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2019,119381,384713,3.22,1236.3,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2020,108497,310379,2.86,1191.6,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2021,127872,374275,2.93,1371.1,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,vizianagaram,Rice,2022,93643,339003,3.62,1336.7,0.02,6.83,93.16,60.38,35.76,3.87,49.9,46.01,4.09,0.12,13.33,86.55,0.01,0.12,99.87,99.98,0.02
andhra pradesh,west godavari,Rice,2012,243000,483000,1.99,1611.9,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2013,240396,521419,2.17,1006.1,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2014,231475,733313,3.17,861.1,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2015,229204,727885,3.18,1054,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2016,230785,820044,3.55,1148.7,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2017,226760,807492,3.56,965,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2018,226925,857555,3.78,1121.4,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2019,224398,850763,3.79,1003.2,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2020,223249,572064,2.56,1552.2,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2021,221874,675091,3.04,1258,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
andhra pradesh,west godavari,Rice,2022,84891,283083,3.33,1425.2,0.03,24.24,75.73,65.48,28.25,6.27,74.71,20.49,4.8,31.01,41.63,27.35,0.89,0.06,99.06,64.98,35.02
karnataka,bagalkot,Cotton(lint),2012,477,909,1.91,390.2,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2013,606,1795,2.96,514.6,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2014,3299,8996,2.73,592.6,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2015,1618,6401,3.96,465.3,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2016,794,1664,2.1,415.2,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2017,1389,4859,3.5,629,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2018,1006,1973,1.96,361.4,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2019,1052,3039,2.89,788.9,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2020,2433,6998,2.88,907.3,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2021,1606,4743,2.95,621.4,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bagalkot,Cotton(lint),2022,2536,8280,3.26,866,1.01,41.96,57.03,43.82,43.14,13.04,25.31,60.22,14.47,13.67,27.89,58.44,9.25,0.03,90.71,95.55,4.45
karnataka,bangalore rural,Cotton(lint),2013,2,6,3,872.8,0,1.3,98.7,45.97,37.93,16.1,32.46,39.01,28.53,1.51,10.66,87.82,0,19.24,80.76,91.71,8.29
karnataka,bangalore rural,Cotton(lint),2015,2,4,2,1102.2,0,1.3,98.7,45.97,37.93,16.1,32.46,39.01,28.53,1.51,10.66,87.82,0,19.24,80.76,91.71,8.29
karnataka,bangalore rural,Cotton(lint),2018,3,6,2,823.1,0,1.3,98.7,45.97,37.93,16.1,32.46,39.01,28.53,1.51,10.66,87.82,0,19.24,80.76,91.71,8.29
karnataka,bangalore rural,Cotton(lint),2019,2,6,3,925.7,0,1.3,98.7,45.97,37.93,16.1,32.46,39.01,28.53,1.51,10.66,87.82,0,19.24,80.76,91.71,8.29
karnataka,bangalore rural,Cotton(lint),2020,2,6,3,1086,0,1.3,98.7,45.97,37.93,16.1,32.46,39.01,28.53,1.51,10.66,87.82,0,19.24,80.76,91.71,8.29
karnataka,bangalore rural,Cotton(lint),2021,1,3,3,1324.7,0,1.3,98.7,45.97,37.93,16.1,32.46,39.01,28.53,1.51,10.66,87.82,0,19.24,80.76,91.71,8.29
karnataka,bangalore rural,Cotton(lint),2022,2,6,3,1374.7,0,1.3,98.7,45.97,37.93,16.1,32.46,39.01,28.53,1.51,10.66,87.82,0,19.24,80.76,91.71,8.29
karnataka,belgaum,Cotton(lint),2012,22513,41389,1.84,561,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2013,29844,83384,2.79,774.1,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2014,39811,108785,2.73,976.8,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2015,39429,58828,1.49,580.3,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2016,54634,145320,2.66,701.3,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2017,30997,101675,3.28,839.7,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2018,63580,167339,2.63,886.6,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2019,42272,92597,2.19,1468.5,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2020,39046,95088,2.44,1192.9,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2021,22435,54768,2.44,1104.6,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,belgaum,Cotton(lint),2022,30394,69012,2.27,1147.7,0.04,10.67,89.29,61.37,28.66,9.97,55.43,34.2,10.37,1.69,8.62,89.69,18.49,2.93,78.58,96.67,3.33
karnataka,bellary,Cotton(lint),2012,62710,171708,2.74,544.7,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2013,72108,184949,2.56,604.2,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2014,78646,242150,3.08,795.5,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2015,65890,142491,2.16,597.6,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2016,48032,133665,2.78,371.1,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2017,58997,198794,3.37,729.2,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2018,45465,119916,2.64,359.4,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2019,55927,171886,3.07,721.7,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2020,49105,167246,3.41,844.5,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2021,32812,98823,3.01,823.3,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bellary,Cotton(lint),2022,34739,121791,3.51,963,2.87,62.18,34.94,12.48,64.77,22.75,32.68,51.85,15.47,26.84,43.78,29.38,19.53,0.06,80.4,96.99,3.01
karnataka,bengaluru urban,Cotton(lint),2018,14,27,1.93,771.8,6.34,1.9,91.76,42.02,43.92,14.06,41.84,44.67,13.49,8.3,4.09,87.61,2.07,9.57,88.36,84.55,15.45
karnataka,bengaluru urban,Cotton(lint),2019,3,9,3,956.1,6.34,1.9,91.76,42.02,43.92,14.06,41.84,44.67,13.49,8.3,4.09,87.61,2.07,9.57,88.36,84.55,15.45
karnataka,bengaluru urban,Cotton(lint),2022,2,6,3,1628.2,6.34,1.9,91.76,42.02,43.92,14.06,41.84,44.67,13.49,8.3,4.09,87.61,2.07,9.57,88.36,84.55,15.45
karnataka,bidar,Cotton(lint),2012,549,1261,2.3,762.5,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2013,319,945,2.96,988.8,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2014,291,794,2.73,643.1,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2015,283,520,1.84,659.7,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2016,51,107,2.1,1301.9,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2017,490,1714,3.5,855,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2018,446,875,1.96,528.1,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2019,3087,8918,2.89,885.5,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2020,3396,9768,2.88,1253.4,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2021,2560,7559,2.95,1034.6,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bidar,Cotton(lint),2022,3543,8107,2.29,1069.3,0.24,68.79,30.97,2.84,86.36,10.8,98.23,1.65,0.12,21.74,60.94,17.32,0.17,0.2,99.64,99.73,0.27
karnataka,bijapur,Cotton(lint),2012,11247,25893,2.3,427.9,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2013,9881,23301,2.36,612.7,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2014,14303,32450,2.27,596.3,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2015,7578,11264,1.49,456.1,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2016,10272,27322,2.66,467.7,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2017,12003,32262,2.69,641.9,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2018,34297,59029,1.72,380.7,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2019,50936,104459,2.05,620.5,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2020,46446,98356,2.12,841.7,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2021,35046,99159,2.83,664,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,bijapur,Cotton(lint),2022,83073,246775,2.97,787.7,0.02,0.14,99.84,83.17,15.81,1.02,71.95,25.85,2.2,0.62,6.59,92.79,0.96,0.07,98.97,99.59,0.41
karnataka,chamarajanagar,Cotton(lint),2012,7319,6298,0.86,529.5,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2013,10166,30108,2.96,678.9,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2014,15063,17592,1.17,706.7,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2015,13584,14271,1.05,915.4,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2016,8975,2307,0.26,320.8,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2017,10014,22215,2.22,924.5,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2018,7097,8526,1.2,577.4,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2019,10031,12724,1.27,791.9,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2020,8906,11997,1.35,891.4,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2021,7074,13065,1.85,1090.6,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chamarajanagar,Cotton(lint),2022,8593,16528,1.92,1478,44.01,44.36,11.64,51.33,45.03,3.64,33.44,53.93,12.63,35.23,27.83,36.94,8.41,0.04,91.55,97.51,2.49
karnataka,chikballapur,Cotton(lint),2012,120,276,2.3,628.1,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2013,160,474,2.96,619.5,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2014,67,183,2.73,533.7,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2015,107,197,1.84,1115.7,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2016,109,228,2.09,616.3,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2017,40,140,3.5,958.8,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2018,118,231,1.96,446.5,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2019,182,526,2.89,748.1,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2020,83,239,2.88,1021.2,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2021,117,344,2.94,1262.3,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikballapur,Cotton(lint),2022,97,317,3.27,1239.4,0.02,0,99.98,85.8,14.04,0.16,27.55,72.37,0.08,3.52,96.29,0.2,0,0.04,99.96,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2012,1159,952,0.82,1609.2,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2013,1299,1386,1.07,2201.1,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2014,1843,3018,1.64,2131.1,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2015,1364,1867,1.37,1692.1,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2016,1570,1009,0.64,,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2017,1883,3893,2.07,,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2018,1689,2775,1.64,,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2019,1063,2020,1.9,,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2020,993,5888,5.93,,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2021,1687,4464,2.65,,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chikmagalur,Cotton(lint),2022,3703,8845,2.39,,0.04,20.98,78.98,80.63,12.77,6.6,45.35,39.2,15.45,20.38,23.18,56.44,4.65,15.2,80.15,99.98,0.02
karnataka,chitradurga,Cotton(lint),2012,17637,25526,1.45,575.6,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2013,20250,34287,1.69,583.8,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2014,28366,48504,1.71,856.3,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2015,16703,22121,1.32,690.3,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2016,8788,8004,0.91,321.8,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2017,10255,19656,1.92,583,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2018,9459,16544,1.75,452.4,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2019,17023,30440,1.79,733.7,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2020,11119,26555,2.39,809.8,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2021,10822,23363,2.16,996.5,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,chitradurga,Cotton(lint),2022,21067,33459,1.59,1061.7,0,13.43,86.57,77.74,22.22,0.04,25.68,73.19,1.13,1.19,29.47,69.34,0,0.18,99.82,100,0
karnataka,dakshin kannad,Cotton(lint),2012,2,3,1.5,3374.8,0,6.52,93.48,3.67,12.61,83.71,18.04,42.93,39.03,85.16,14.14,0.7,0,18.04,81.96,100,0
karnataka,davangere,Cotton(lint),2012,14903,26399,1.77,588.8,8.38,87.77,3.84,85.58,14.13,0.29,65.07,34.36,0.58,67.39,21.71,10.9,0,0.04,99.96,100,0
karnataka,davangere,Cotton(lint),2013,19895,25348,1.27,816.5,8.38,87.77,3.84,85.58,14.13,0.29,65.07,34.36,0.58,67.39,21.71,10.9,0,0.04,99.96,100,0
karnataka,davangere,Cotton(lint),2014,20325,29075,1.43,978.4,8.38,87.77,3.84,85.58,14.13,0.29,65.07,34.36,0.58,67.39,21.71,10.9,0,0.04,99.96,100,0
